Nome do Cliente;Indústria;Valor Estimado;Valor de Fechamento;Oportunidade Criada Em;Data de Fechamento;Nome da Oportunidade;Categoria;Produto;Fase da Oportunidade;Status da Oportunidade;Estado;CSM
RAYDON CORP;Vendas & Departamento; R$ 10.000,00 ; R$ 10.000,00 ;05/02/16;26/05/16;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Minas Gerais;Django Freeman
RAYDON CORP;Vendas & Departamento; R$ 18.000,00 ; R$ -   ;27/09/16;16/11/17;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Minas Gerais;Marty McFly
RAYDON CORP;Vendas & Departamento; R$ 47.500,00 ; R$ 47.500,00 ;05/12/15;16/03/16;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Minas Gerais;Marty McFly
Regency Lighting;Vendas & Departamento; R$ 2.199,00 ; R$ 2.199,00 ;14/12/16;14/12/16;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Rose Calvert
Regeneron Pharmaceuticals;Saúde; R$ 55.000,00 ; R$ -   ;20/02/20;01/06/20;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Perdida;Bahia;Django Freeman
Rota 66;Manufatura; R$ 55.000,00 ; R$ -   ;23/10/19;04/11/19;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;4 - Demonstração realizada;Perdida;São Paulo;Marty McFly
Rent-a-Car SA;Hospitalidade & Transporte; R$ -   ; R$ -   ;24/05/18;28/08/18;Pacote de relatórios Excel;Produtos;Microsoft Excel;Não classificada;Perdida;Minas Gerais;Marty McFly
ResMed Corp;Manufatura; R$ -   ; R$ -   ;09/11/18;19/04/19;Treinamento autores de relatório;Treinamento;Microsoft Power BI;Não classificada;Perdida;São Paulo;Marty McFly
ResMed Corp;Manufatura; R$ 45.000,00 ; R$ -   ;04/11/16;18/08/17;Implantação PPM;Consultoria;Microsoft Project Online;Não classificada;Perdida;São Paulo;Marty McFly
Resorts Expedtion;Hospitalidade & Transporte; R$ 15.000,00 ; R$ -   ;06/04/16;09/04/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Paraíba;Jack Sparrow
Resources for Community Development;Outros; R$ -   ; R$ -   ;13/09/19;01/11/19;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Perdida;São Paulo;Moana Waialiki
Revere Control Systems;Vendas & Departamento; R$ 9.000,00 ; R$ -   ;07/06/17;19/12/17;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Perdida;Pernambuco;Marty McFly
RevSpring;Serviços Profissionais; R$ 18.000,00 ; R$ -   ;15/06/17;20/09/17;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Rio Grande do Sul;Moana Waialiki
RFGen;Outros; R$ -   ; R$ -   ;12/06/19;06/09/19;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;São Paulo;Marty McFly
RioCan Management, Inc.;Serviços Profissionais; R$ 2.000,00 ; R$ -   ;02/08/17;20/11/17;Treinamento para Administradores;Treinamento;Microsoft Project Online;Não classificada;Perdida;Sergipe;Jack Sparrow
RioCan Management, Inc.;Serviços Profissionais; R$ 2.199,00 ; R$ 2.199,00 ;25/07/17;25/07/17;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Tocantins;Moana Waialiki
ROSENDIN ELECTRIC COMPANY INC;Outros; R$ 10.000,00 ; R$ -   ;27/05/20;28/09/20;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Perdida;São Paulo;Mia Wallace
RSM US LLP;Serviços Profissionais; R$ 16,99 ; R$ 16,99 ;06/08/18;06/08/18;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Minas Gerais;Django Freeman
RSM US LLP;Serviços Profissionais; R$ 19,99 ; R$ 19,99 ;21/09/18;10/09/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Minas Gerais;Marty McFly
RSM US LLP;Serviços Profissionais; R$ 19,99 ; R$ 19,99 ;13/08/18;09/08/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Minas Gerais;Vincent Vega
RSM US LLP;Serviços Profissionais; R$ 19,99 ; R$ 19,99 ;10/07/18;02/07/18;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Minas Gerais;Jack Sparrow
RSM US LLP;Serviços Profissionais; R$ 2.500,00 ; R$ 2.500,00 ;29/05/19;04/06/19;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Minas Gerais;Marty McFly
RSM US LLP;Serviços Profissionais; R$ 3.465,00 ; R$ 3.465,00 ;08/08/18;16/08/18;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Minas Gerais;Marty McFly
RSM US LLP;Serviços Profissionais; R$ 3.750,00 ; R$ 3.750,00 ;13/12/18;09/11/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Minas Gerais;Marty McFly
RSM US LLP;Serviços Profissionais; R$ 4.950,00 ; R$ 4.950,00 ;31/08/18;10/09/18;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Minas Gerais;Mia Wallace
RSM US LLP;Serviços Profissionais; R$ 6.000,00 ; R$ 6.000,00 ;19/09/18;24/10/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Minas Gerais;Vincent Vega
RSM US LLP;Serviços Profissionais; R$ 6.000,00 ; R$ -   ;10/08/18;28/09/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Perdida;Minas Gerais;Marty McFly
RSM US LLP;Serviços Profissionais; R$ 9.000,00 ; R$ 9.000,00 ;14/02/17;28/02/17;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Minas Gerais;Mia Wallace
RSM US LLP;Serviços Profissionais; R$ 15.000,00 ; R$ 15.000,00 ;24/07/18;31/07/18;Desenvolvimento de flows;Consultoria;Power Automate;3 - Entendimento de necessidades;Ganha;Minas Gerais;Jack Sparrow
RSM US LLP;Serviços Profissionais; R$ 40.500,00 ; R$ 40.500,00 ;11/05/20;09/06/20;Treinamento autores de relatório;Treinamento;Microsoft Power BI;6 - Proposta enviada;Ganha;Minas Gerais;Moana Waialiki
RSM US LLP;Serviços Profissionais; R$ 41.500,00 ; R$ 41.500,00 ;26/11/18;07/06/19;Implantação PPM;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Minas Gerais;Jack Sparrow
RSM US LLP;Serviços Profissionais; R$ 66.000,00 ; R$ 66.000,00 ;16/05/18;31/05/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Minas Gerais;Marty McFly
Ruta Frontier Markets Consulting LLC;Outros; R$ 495,00 ; R$ 495,00 ;01/08/19;01/08/19;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Marty McFly
S. C. JOHNSON & SON, INC.;Vendas & Departamento; R$ 45.000,00 ; R$ -   ;25/06/18;17/10/18;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;Não classificada;Perdida;Pernambuco;Mia Wallace
SA Recicláveis;Manufatura; R$ 5.000,00 ; R$ -   ;27/04/17;22/01/18;Implantação PPM;Consultoria;Microsoft Project Server;Não classificada;Perdida;São Paulo;Mia Wallace
Sage Automotive Interiors, Inc;Manufatura; R$ 38.560,00 ; R$ -   ;16/09/14;02/11/15;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;Piauí;Rose Calvert
SalientCRGT;Serviços Profissionais; R$ 2.695,00 ; R$ 2.695,00 ;08/12/17;08/12/17;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Mato Grosso do Sul;Django Freeman
Departamento de Vigilância Sanitária;Governo; R$ 5.000,00 ; R$ -   ;03/08/12;30/10/12;Treinamento para Administradores;Treinamento;Microsoft Project Online;1 - Lead;Perdida;Santa Catarina;Mia Wallace
San Francisco Department of Public Health;Saúde; R$ -   ; R$ -   ;31/07/17;07/02/18;Implantação PPM;Consultoria;Microsoft Project Online;Não classificada;Perdida;São Paulo;Django Freeman
San Francisco Department of Public Health;Saúde; R$ 1.330,00 ; R$ 1.330,00 ;08/03/17;19/04/17;Implantação PPM;Consultoria;Microsoft Project Online;2 - Oportunidade;Ganha;São Paulo;Marty McFly
Sangamo Therapeutics;Saúde; R$ 2.695,00 ; R$ 2.695,00 ;17/01/19;18/01/19;Migração PPM (PS 2013 - POL);Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Marty McFly
SANMAR CORPORATION;Vendas & Departamento; R$ -   ; R$ -   ;14/09/16;08/12/16;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;Não classificada;Perdida;Paraíba;Jack Sparrow
SAP;Serviços Profissionais; R$ -   ; R$ -   ;20/02/20;18/07/20;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;5 - Levantamento de escopo;Perdida;Paraíba;Marty McFly
SAP;Serviços Profissionais; R$ 2.995,00 ; R$ 2.995,00 ;20/02/20;25/02/20;Pacote de relatórios Excel;Produtos;Microsoft Excel;7 - Encerramento;Ganha;Paraíba;Moana Waialiki
SAP;Serviços Profissionais; R$ 6.000,00 ; R$ 6.000,00 ;01/04/20;27/04/20;Implantação PPM;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Paraíba;Django Freeman
Saskatchewan Research Council (SRC);Outros; R$ 56.441,00 ; R$ 56.441,00 ;09/06/16;14/07/16;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Distrito Federal;Marty McFly
Schneider Electric;Serviços Profissionais; R$ -   ; R$ -   ;19/05/16;14/09/16;Contratação pontual de suporte;Serviços;Microsoft Project Online;Não classificada;Perdida;Maranhão;Mia Wallace
Schneider Electric;Serviços Profissionais; R$ 37.000,00 ; R$ -   ;16/09/14;08/09/15;Implantação PPM;Consultoria;Microsoft Project Online;Não classificada;Perdida;Maranhão;Django Freeman
Scope Management LLC;Serviços Profissionais; R$ 9.000,00 ; R$ -   ;29/05/20;02/08/20;Treinamento autores de relatório;Treinamento;Microsoft Power BI;4 - Demonstração realizada;Perdida;Mato Grosso do Sul;Mia Wallace
SDV Construction;Outros; R$ 12.095,00 ; R$ -   ;06/12/19;10/07/20;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;Santa Catarina;Marty McFly
Seeds & Crops;Agricultura; R$ 44,99 ; R$ 44,99 ;23/03/18;20/03/18;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Paraná;Marty McFly
Seeds & Crops;Agricultura; R$ 145,00 ; R$ 145,00 ;13/12/19;13/12/19;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Paraná;Mia Wallace
Seeds & Crops;Agricultura; R$ 2.444,00 ; R$ -   ;07/09/18;26/05/20;Pacote de relatórios Excel;Produtos;Microsoft Excel;5 - Levantamento de escopo;Perdida;Paraná;Jack Sparrow
Seeds & Crops;Agricultura; R$ 6.000,00 ; R$ 6.000,00 ;13/03/18;14/03/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;2 - Oportunidade;Ganha;Paraná;Vincent Vega
Seeds & Crops;Agricultura; R$ 9.000,00 ; R$ 9.000,00 ;10/05/18;30/05/18;Desenvolvimento de flows;Consultoria;Power Automate;1 - Lead;Ganha;Paraná;Mia Wallace
Seguros Brasileiros;Seguros; R$ -   ; R$ -   ;24/07/17;24/04/18;Implantação PPM;Consultoria;Microsoft Project Online;Não classificada;Perdida;Santa Catarina;Django Freeman
Seguros da Fazenda;Seguros; R$ 3.500,00 ; R$ -   ;26/02/13;16/10/13;Desenvolvimento de workflows;Consultoria;Microsoft SharePoint Online;Não classificada;Perdida;São Paulo;Marty McFly
Seguros da Fazenda;Seguros; R$ 59.000,00 ; R$ -   ;18/10/12;13/01/13;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Perdida;São Paulo;Django Freeman
Sekisui Aerospace;Outros; R$ 19.000,00 ; R$ -   ;27/03/20;22/09/20;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;5 - Levantamento de escopo;Perdida;Paraíba;Marty McFly
SENSATA;Manufatura; R$ 12.000,00 ; R$ -   ;23/12/16;27/11/17;Treinamento autores de relatório;Treinamento;Microsoft Power BI;Não classificada;Perdida;Rio Grande do Sul;Mia Wallace
SENSATA;Manufatura; R$ 55.000,00 ; R$ -   ;16/09/19;20/02/20;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;5 - Levantamento de escopo;Perdida;Rio Grande do Sul;Jack Sparrow
SA Recicláveis;Manufatura; R$ 196.690,00 ; R$ -   ;02/10/19;05/11/19;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;6 - Proposta enviada;Perdida;Paraíba;Django Freeman
Sharp Healthcare;Saúde; R$ 2.500,00 ; R$ 2.500,00 ;13/02/15;19/02/15;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;2 - Oportunidade;Ganha;São Paulo;Moana Waialiki
Sharp Healthcare;Saúde; R$ 14.000,00 ; R$ 14.000,00 ;11/07/19;08/08/19;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;São Paulo;Jack Sparrow
Sharp Healthcare;Saúde; R$ 16.000,00 ; R$ 16.000,00 ;09/09/16;25/10/16;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;São Paulo;Jack Sparrow
Sharp Healthcare;Saúde; R$ 24.000,00 ; R$ 24.000,00 ;03/03/20;11/03/20;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;São Paulo;Marty McFly
Sharp Healthcare;Saúde; R$ 54.000,00 ; R$ 54.000,00 ;23/09/19;07/11/19;Implantação PPM;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;São Paulo;Jack Sparrow
Sharp Healthcare;Saúde; R$ 308.000,00 ; R$ 308.000,00 ;30/09/19;09/04/20;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;São Paulo;Mia Wallace
SHAWMUT WOODWORKING & SUPPLY INC;Outros; R$ 495,00 ; R$ 495,00 ;08/11/18;09/11/18;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Marty McFly
SA Recicláveis;Manufatura; R$ -   ; R$ -   ;30/08/16;01/03/18;Treinamento para Administradores;Treinamento;Microsoft Project Online;1 - Lead;Perdida;Espírito Santo;Mia Wallace
SA Recicláveis;Manufatura; R$ 2.000,00 ; R$ -   ;27/07/16;01/03/18;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;Espírito Santo;Mia Wallace
SA Recicláveis;Manufatura; R$ 10.000,00 ; R$ -   ;25/07/17;01/03/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;Não classificada;Perdida;Espírito Santo;Marty McFly
SA Recicláveis;Manufatura; R$ 17.000,00 ; R$ 17.000,00 ;01/12/16;07/02/17;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Espírito Santo;Moana Waialiki
SA Recicláveis;Manufatura; R$ 27.000,00 ; R$ -   ;07/09/16;01/03/18;Contratação pontual de suporte;Serviços;Microsoft Project Online;1 - Lead;Perdida;Espírito Santo;Marty McFly
SA Recicláveis;Manufatura; R$ 50.000,00 ; R$ -   ;31/08/16;21/03/17;Contratação pontual de suporte;Serviços;Microsoft Project Online;1 - Lead;Perdida;Espírito Santo;Marty McFly
SA Recicláveis;Manufatura; R$ 12.000,00 ; R$ -   ;01/07/16;12/12/17;Implantação PPM;Consultoria;Microsoft Project Online;Não classificada;Perdida;Rio de Janeiro;Mia Wallace
SA Recicláveis;Manufatura; R$ 45.000,00 ; R$ -   ;27/07/16;14/12/17;Implantação PPM;Consultoria;Microsoft Project Online;Não classificada;Perdida;Goiás;Mia Wallace
SINCLAIR BROADCAST GROUP INC;Mídia & Conteúdo; R$ 9.000,00 ; R$ -   ;18/03/20;30/03/20;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;5 - Levantamento de escopo;Perdida;Minas Gerais;Mia Wallace
SINCLAIR BROADCAST GROUP INC;Mídia & Conteúdo; R$ 128.903,00 ; R$ -   ;09/03/20;31/07/20;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;6 - Proposta enviada;Perdida;Minas Gerais;Rose Calvert
Skillsoft-SumTotal Systems;Outros; R$ 143.501,00 ; R$ -   ;14/10/15;29/01/16;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;2 - Oportunidade;Perdida;Minas Gerais;Marty McFly
SMITHFIELD FOODS, INC.;Vendas & Departamento; R$ 19,99 ; R$ 19,99 ;27/11/18;27/11/18;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Mato Grosso do Sul;Marty McFly
Smiths Medical;Outros; R$ 9.000,00 ; R$ -   ;31/05/19;22/08/19;Migração PPM (PS 2013 - POL);Consultoria;Microsoft Project Online;1 - Lead;Perdida;Rio Grande do Sul;Mia Wallace
Sobeys;Vendas & Departamento; R$ 4.998,00 ; R$ -   ;18/07/17;19/12/17;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;1 - Lead;Perdida;Pernambuco;Marty McFly
Social Interest Solutions;Saúde; R$ -   ; R$ -   ;08/05/17;16/05/18;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;Não classificada;Perdida;São Paulo;Marty McFly
SolAero Tecnologia;Manufatura; R$ 174.500,00 ; R$ 174.500,00 ;27/03/18;01/05/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Bahia;Marty McFly
Sony Corporation;Mídia & Conteúdo; R$ 47.000,00 ; R$ 47.000,00 ;11/03/15;09/05/16;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;Não classificada;Perdida;São Paulo;Marty McFly
Space Systems Loral;Manufatura; R$ 3.141,00 ; R$ 3.141,00 ;30/07/15;27/07/15;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Mia Wallace
Space Systems Loral;Manufatura; R$ 32.000,00 ; R$ 32.000,00 ;03/09/15;01/10/15;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;Não classificada;Ganha;São Paulo;Mia Wallace
Space Systems Loral;Manufatura; R$ 116.141,00 ; R$ 116.141,00 ;04/03/15;27/03/15;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Ganha;São Paulo;Mia Wallace
SpaceY;Manufatura; R$ 10.000,00 ; R$ 10.000,00 ;23/11/15;09/12/15;Contratação pontual de suporte;Serviços;Microsoft Project Online;2 - Oportunidade;Ganha;São Paulo;Mia Wallace
SpaceY;Manufatura; R$ 67.000,00 ; R$ 67.000,00 ;24/02/16;07/03/17;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Perdida;São Paulo;Jack Sparrow
Spectrum Healthcare Partners;Saúde; R$ 540,00 ; R$ 540,00 ;19/03/18;13/03/18;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Mia Wallace
Spectrum Healthcare Partners;Saúde; R$ 2.199,00 ; R$ 2.199,00 ;25/10/16;03/10/17;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;2 - Oportunidade;Ganha;Rio Grande do Sul;Mia Wallace
Spectrum Healthcare Partners;Saúde; R$ 2.540,00 ; R$ 2.540,00 ;08/03/17;22/03/17;Desenvolvimento de flows;Consultoria;Power Automate;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Marty McFly
Spectrum Healthcare Partners;Saúde; R$ 4.000,00 ; R$ 4.000,00 ;03/07/17;31/05/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Marty McFly
Spectrum Healthcare Partners;Saúde; R$ 32.000,00 ; R$ 32.000,00 ;11/08/16;31/08/16;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Django Freeman
Spectrum Healthcare Partners;Saúde; R$ 66.000,00 ; R$ -   ;03/06/19;06/12/19;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;4 - Demonstração realizada;Perdida;Rio Grande do Sul;Vincent Vega
Spirax Sarco USA;Serviços Profissionais; R$ 4.480,00 ; R$ -   ;20/07/17;28/06/18;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Espírito Santo;Django Freeman
Springfield Clinic;Saúde; R$ 27.500,00 ; R$ -   ;14/06/19;10/01/20;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;7 - Encerramento;Perdida;Paraná;Marty McFly
Springfield Clinic;Saúde; R$ 63.480,00 ; R$ 63.480,00 ;14/09/18;14/11/18;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Paraná;Marty McFly
SRI International;Educação; R$ 5.000,00 ; R$ -   ;14/09/16;22/01/18;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;Não classificada;Perdida;São Paulo;Mia Wallace
SRI International;Educação; R$ 18.000,00 ; R$ -   ;06/10/17;09/01/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Server;2 - Oportunidade;Perdida;São Paulo;Marty McFly
SRI International;Educação; R$ 152.184,00 ; R$ 152.184,00 ;12/07/16;13/09/16;Desenvolvimento de workflows;Consultoria;Microsoft SharePoint Online;3 - Entendimento de necessidades;Ganha;São Paulo;Jack Sparrow
St Luke's Health System;Saúde; R$ -   ; R$ -   ;17/04/18;29/10/18;Implantação PPM;Consultoria;Microsoft Project Online;Não classificada;Perdida;Sergipe;Vincent Vega
Stanford Blood Center;Saúde; R$ 55.000,00 ; R$ -   ;26/12/19;27/01/20;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;São Paulo;Vincent Vega
Star Enegy;Eletricidade & Energia; R$ 9.000,00 ; R$ 9.000,00 ;03/11/17;07/11/17;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;1 - Lead;Ganha;Maranhão;Jack Sparrow
Star Enegy;Eletricidade & Energia; R$ 9.200,00 ; R$ 9.200,00 ;24/10/18;06/11/18;Migração PPM (PS 2013 - POL);Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Maranhão;Mia Wallace
Star Enegy;Eletricidade & Energia; R$ 20.000,00 ; R$ 20.000,00 ;17/09/18;23/10/18;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;Não classificada;Ganha;Maranhão;Mia Wallace
Star Enegy;Eletricidade & Energia; R$ 22.500,00 ; R$ -   ;13/06/19;12/11/19;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;Maranhão;Marty McFly
Star Enegy;Eletricidade & Energia; R$ 55.000,00 ; R$ 55.000,00 ;15/09/17;12/10/17;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Maranhão;Marty McFly
Starboard Cruise;Serviços Profissionais; R$ 45.000,00 ; R$ -   ;29/09/16;13/12/17;Desenvolvimento de flows;Consultoria;Power Automate;1 - Lead;Perdida;Minas Gerais;Moana Waialiki
Steward Healthcare;Saúde; R$ 12.000,00 ; R$ -   ;25/02/20;31/08/20;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;6 - Proposta enviada;Perdida;Rio Grande do Sul;Mia Wallace
Maquinário São João;Manufatura; R$ 19,99 ; R$ 19,99 ;07/05/19;06/05/19;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Santa Catarina;Mia Wallace
Maquinário São João;Manufatura; R$ 2.000,00 ; R$ -   ;13/08/19;14/10/19;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;2 - Oportunidade;Perdida;Santa Catarina;Mia Wallace
STRYKER CORPORATION;Saúde; R$ 3.000,00 ; R$ 3.000,00 ;08/08/16;15/09/16;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Rio Grande do Sul;Django Freeman
Maquinário São João;Manufatura; R$ 10.000,00 ; R$ 10.000,00 ;20/01/20;20/01/20;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;7 - Encerramento;Ganha;Goiás;Mia Wallace
Maquinário São João;Manufatura; R$ 12.000,00 ; R$ 12.000,00 ;06/11/18;20/12/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Goiás;Marty McFly
Maquinário São João;Manufatura; R$ 22.500,00 ; R$ 22.500,00 ;21/04/20;13/07/20;Pacote de relatórios Excel;Produtos;Microsoft Excel;5 - Levantamento de escopo;Ganha;Goiás;Rose Calvert
Maquinário São João;Manufatura; R$ 77.280,00 ; R$ 77.280,00 ;16/04/18;11/06/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Sun Pharmaceutical Industries Ltd.;Saúde; R$ 2.995,00 ; R$ 2.995,00 ;20/03/20;23/03/20;Desenvolvimento de workflows;Consultoria;Microsoft SharePoint Online;7 - Encerramento;Ganha;Amazonas;Vincent Vega
Sun Pharmaceutical Industries Ltd.;Saúde; R$ 9.000,00 ; R$ 9.000,00 ;24/01/19;15/02/19;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;7 - Encerramento;Ganha;Amazonas;Marty McFly
Sun Pharmaceutical Industries Ltd.;Saúde; R$ 10.000,00 ; R$ -   ;20/02/20;09/07/20;Treinamento autores de relatório;Treinamento;Microsoft Power BI;6 - Proposta enviada;Perdida;Amazonas;Rose Calvert
Maquinário São João;Manufatura; R$ 102.000,00 ; R$ 102.000,00 ;12/02/16;10/05/16;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Espírito Santo;Marty McFly
Sunpower Eletricidade;Eletricidade & Energia; R$ 9.000,00 ; R$ 9.000,00 ;24/05/13;27/06/13;Desenvolvimento de flows;Consultoria;Power Automate;1 - Lead;Ganha;São Paulo;Mia Wallace
Sunpower Eletricidade;Eletricidade & Energia; R$ 10.000,00 ; R$ -   ;30/01/20;26/03/20;Desenvolvimento de flows;Consultoria;Power Automate;5 - Levantamento de escopo;Perdida;Santa Catarina;Mia Wallace
Sunpower Eletricidade;Eletricidade & Energia; R$ 10.000,00 ; R$ 10.000,00 ;28/08/15;14/09/15;Pacote de relatórios Excel;Produtos;Microsoft Excel;2 - Oportunidade;Ganha;Santa Catarina;Django Freeman
Sunpower Eletricidade;Eletricidade & Energia; R$ 13.000,00 ; R$ 13.000,00 ;08/04/19;16/04/19;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Santa Catarina;Moana Waialiki
Sunpower Eletricidade;Eletricidade & Energia; R$ 15.000,00 ; R$ 15.000,00 ;21/12/12;03/01/13;Pacote de relatórios Excel;Produtos;Microsoft Excel;1 - Lead;Ganha;São Paulo;Marty McFly
